Russian
SERVICIOSINTERNOS;ВНУТРЕННИЕ СЛУЖБЫ
PRESURIZADOR;КОМПЕНСАТОР ДАВЛЕНИЯ
EVAPORADOR;ПАРОГЕНЕРАТОР
CONDENSADOR;КОНДЕНСАТОР
CONDENSER;КОНДЕНСАТОР
RELIEF_TANK;БАК СБРОСА
BUNKER;БУНКЕР
ASCENSOR;ЛИФТ
NUCLEO_DEPOSITO;ХРАНИЛИЩЕ
PASILLO_BUNKER;КОРИДОР БУНКЕРА
DISTRIBUIDOR01;РАСПРЕДЕЛИТЕЛЬ
PASILLO_A_SC;КОРИДОР
PASILLO_A_NUCLEO;КОРИДОР
PASILLO_A_GENERADOR;КОРИДОР
SALA_CONTROL;ДИСПЕТЧЕРСКАЯ
SALA_DESCONTAMINADOR;Помещение дезактивации
SALA_SALA_GRUPOS_ELECTROGENOS;ГЕНЕРАТОРНАЯ
SALA_GRUPOS_ELECTROGENOS;ГЕНЕРАТОРНАЯ
PASILLOS_ALA2;КОРИДОР
DISTRIBUIDOR02;РАСПРЕДЕЛИТЕЛЬ
EXTERIOR;ВНЕШНЕЕ
ENTRADA_TUNEL;СЛУЖЕБНЫЕ ТОННЕЛИ
TUNELES;СЛУЖЕБНЫЕ ТОННЕЛИ
ACCIONES;ДЕЙСТВИЯ
ALARMAS;ТРЕВОГИ
ENERGIA_GENERADA;ВЫРАБОТАННАЯ ЭНЕРГИЯ
TORRES_ENFRIAMIENTO;ГРАДИРНИ
GENERADOR01;ГЕНЕРАТОРНАЯ ТУРБИНА 01
GENERADOR02;ГЕНЕРАТОРНАЯ ТУРБИНА 02
GENERADOR03;ГЕНЕРАТОРНАЯ ТУРБИНА 03
CRANE;ТЕХНОЛОГИЧЕСКИЙ КРАН
VELADOR_HABITACION;НОЧНОЕ ОСВЕЩЕНИЕ
BOMBA_REFRIGERANTE01;ОХЛАЖДАЮЩИЙ НАСОС 01
BOMBA_REFRIGERANTE02;ОХЛАЖДАЮЩИЙ НАСОС 02
VALVULA_TORRE_ENFRIAMIENTO_01;КЛАПАН ГРАДИРНИ 01
VALVULA_TORRE_ENFRIAMIENTO_02;КЛАПАН ГРАДИРНИ 02
TREN;ПОЕЗД
MESA_MAPA;НАСТОЛЬНАЯ КАРТА
BARRA;РЕГУЛИРУЮЩИЕ СТЕРЖНИ
BARRA_DE_CONTROL;РЕГУЛИРУЮЩИЙ СТЕРЖЕНЬ
BARRA_DE_CONTROL_DESTRUIDA;ОСТАТКИ РЕГУЛИРУЮЩЕГО СТЕРЖНЯ
TACHO_RESIDUOS;ОТСЕК ДЛЯ ОТХОДОВ
BIDONES_COMBUSTIBLE;КАНИСТРЫ С ТОПЛИВОМ
GRUPO_ELECTROGENO;ГЕНЕРАТОРНАЯ УСТАНОВКА
DISPOSICION_FINAL;ОКОНЧАТЕЛЬНОЕ ЗАХОРОНЕНИЕ
BLOQUE_COMBUSTIBLE;ТОПЛИВНЫЙ БЛОК
MANTENIMIENTO_TORRES;ТЕХОБСЛУЖИВАНИЕ ГРАДИРЕН
INTERCONEXION;ЭНЕРГООБЪЕДИНЕНИЕ
STEAM_GENERATOR;ПАРОГЕНЕРАТОР
GRUPO_ELECTROGENO_1;ГЕНЕРАТОРНАЯ УСТАНОВКА 01
GRUPO_ELECTROGENO_2;ГЕНЕРАТОРНАЯ УСТАНОВКА 02
GENERACION_ENERGIA;ПЕРЕКЛЮЧАТЕЛИ ГЕНЕРАЦИИ
DISTRIBUCION_ENERGIA;РАСПРЕДЕЛИТЕЛЬНЫЕ ПЕРЕКЛЮЧАТЕЛИ
EDIFICIO_NUCLEO;ЗДАНИЕ АКТИВНОЙ ЗОНЫ
EDIFICIO_TURBINAS;ЗДАНИЕ ТУРБИНЫ
CARGA_RACK;ЗАРЯД СТЕЛЛАЖА АККУМУЛЯТОРОВ
FORZAR_CARGA_BATERIAS;ОГРАНИЧЕННЫЙ ЗАРЯД БАТАРЕИ

ULTIMA_PLANTA;ВЕРХНИЙ ЭТАЖ
PLANTA_ALTA;ВТОРОЙ ЭТАЖ
PRIMER_PISO;ПЕРВЫЙ ЭТАЖ
PLANTA_BAJA;НУЛЕВОЙ ЭТАЖ

DISCARD;УТИЛИЗАЦИЯ

SALA_REFRIGERANTE;ПОМЕЩЕНИЕ СИСТЕМЫ ТЕПЛОНОСИТЕЛЯ
SALA_NUCLEO;АКТИВНАЯ ЗОНА РЕАКТОРА
SALA_GENERADOR;ПОМЕЩЕНИЕ ГЕНЕРАТОРНОЙ ТУРБИНЫ
SALA_SUMINISTROINTERNO;ВНУТРЕННЕЕ СНАБЖЕНИЕ
SALA_SALA_CONTROL;ДИСПЕТЧЕРСКАЯ
SALA_BUNKER;БУНКЕР
SALA_ASCENSOR;ЛИФТ
SALA_TUNELES;СЛУЖЕБНЫЕ ТОННЕЛИ
SALA_HABITACION;ЛИЧНОЕ ПОМЕЩЕНИЕ
SALA_TORRESENFRIAMIENTO;ГРАДИРНИ
CLAUSURADO;ДОСТУП ЗАКРЫТ
SUMINISTRO_A_GENERADOR;ВНУТРЕННЕЕ СНАБЖЕНИЕ ГЕНЕРАТОРНОЙ ТУРБИНЫ
ESCALERAS;ЛЕСТНИЦА НАВЕРХ
GROUND_FLOOR;НУЛЕВОЙ ЭТАЖ
FIRST_FLOOR;ПЕРВЫЙ ЭТАЖ
SECOND_FLOOR;ВТОРОЙ ЭТАЖ

GM001;ИГРА ОКОНЧЕНА
GM002;Вы погибли
GM003;Реактор больше не сможет вырабатывать энергию
GM004;Активная зона разрушена
GM005;Альфа-версия пройдена
GM006;Отсутствует лицензия на управление реактором
GM_T_GOLPE;ЗДОРОВЬЕ
GM_D_GOLPE;Уровень вашего здоровья упал слишком низко, и по этой причине вы погибли. Вам следует избегать урона и следить за индикатором здоровья в левом верхнем углу. Если ваше здоровье снизится, попробуйте медленно идти или постоять на месте несколько минут, пока оно не восстановится.
GM_T_EXPLOSION;ВЗРЫВ
GM_D_EXPLOSION;Вам не удалось пережить взрыв. Вам следует избегать взрывов и следить за индикатором здоровья в левом верхнем углу. Если ваше здоровье снизится, попробуйте медленно идти или постоять на месте несколько минут, пока оно не восстановится.
GM_T_RADIOACTIVIDAD;РАДИОАКТИВНОСТЬ
GM_D_RADIOACTIVIDAD;Вы получили смертельную дозу радиации и погибли. Избегайте радиоактивных зон или носите защитный костюм. Имейте в виду, что костюм не сможет защитить вас, если он повреждён или если уровень радиоактивности слишком высок.
GM_T_FUEGO;ОЖОГИ
GM_D_FUEGO;Вы погибли от многочисленных ожогов. Вам следует избегать огня и раскалённых участков и следить за индикатором здоровья в левом верхнем углу. Если ваше здоровье снизится, попробуйте медленно идти или постоять на месте несколько минут, пока оно не восстановится.
GM_T_CAIDA;ПАДЕНИЕ
GM_D_CAIDA;Вы разбились, упав с большой высоты. Вам следует избегать падений и следить за индикатором здоровья в левом верхнем углу. Если ваше здоровье снизится, попробуйте медленно идти или постоять на месте несколько минут, пока оно не восстановится.
GM_T_AGUA;УТОПЛЕНИЕ
GM_D_AGUA;Вы утонули, потому что слишком долго пробыли под водой. Вам следует не находиться под водой слишком долго и следить за индикатором здоровья в левом верхнем углу. Если ваше здоровье снизится, попробуйте медленно идти или постоять на месте несколько минут, пока оно не восстановится.
GM_T_ELECTRICIDAD;УДАР ТОКОМ
GM_D_ELECTRICIDAD;Вы получили смертельный удар током. Перед проведением любых работ с высоковольтными кабелями или любыми механизмами вы должны убедиться в отсутствии электрического напряжения. При необходимости используйте общие переключатели в распределительных щитах, чтобы обесточить рабочую зону.
GM_T_SIN_LICENCIA;Лицензии отозваны
GM_D_SIN_LICENCIA;Вы не выполнили минимальные требования по соответствию регламенту, и по этой причине все ваши лицензии на эксплуатацию были отозваны.
GM_T_APLASTAMIENTO;РАЗДАВЛИВАНИЕ
GM_D_APLASTAMIENTO;Защитные ворота очень опасны, когда активированы. Не подходите к ним во время закрытия и никогда не пытайтесь пройти, когда они в движении.

IN001;«Когда в аду не останется места, мёртвые будут ходить по земле».
IN002;Джордж А. Ромеро\n«Рассвет мертвецов»
IN003;НОВОЕ
IN003B;ОБУЧЕНИЕ
IN004;ПРОДОЛЖИТЬ
IN005;НАСТРОЙКИ
IN006;ТИТРЫ
IN007;ВЫХОД
IN008;ЗАГРУЗКА
IN008B;ОБРАБОТКА
IN008C;ПОДОЖДИТЕ
IN009;ОК
IN010;ОТМЕНА
IN011;Язык:
IN012;Качество графики:
IN013;Разрешение:
IN014;Дополнительные эффекты:
IN015;Требуется перезапуск игры.
INX15;Объёмный свет:
INX16;Тени:
INX17;Блики:
IN016;НОВАЯ ИГРА
IN017;Вы уверены, что хотите начать новую игру? Весь сохранённый прогресс будет утерян.
IN017B;Вы уверены, что хотите выйти из игры? 
IN018;ТИТРЫ
IN019;<b>Дизайн и программирование</b><br>Iván Marcelo Pretti<br>ivanmpretti@gmail.com<br>@I_Ivan_I<br><br>Unity | Modo Luxology
IN020;БЛАГОДАРНОСТИ
IN021;black.creepy.cat | artstation.com/toomanydemons | archive3d.net | cgtrader.com | 3dtextures.me | Zapsplat.com | freesfx.co.uk <br><br>Перевод на немецкий: Polonium209.<br><br>Makai Symphony — Dragon Castle / Cjbeards — Fire and Thunder от BreakingCopyright.
IN022;Очень низкое
IN023;Низкое
IN024;Среднее
IN025;Высокое
IN026;Очень высокое
IN027;Ультра
IN028;Включено
IN029;Выключено
IN030;Показывать подсказки на экране
IN031;Детализированные физические эффекты
IN032;Принудительное сглаживание
IN033;Эффекты окружения
IN034;Включить видео на экране
IN035;Показывать подсказки о возможных действиях
IN036;СЮЖЕТНЫЙ РЕЖИМ
IN037;СВОБОДНЫЙ РЕЖИМ
IN038;ВЫБОР РЕЖИМА
IN039;ПРОДОЛЖИТЬ ИГРУ
IN040;Вам доступна награда за успешный побег. Если вы продолжите игру с предыдущего сохранения, то потеряете награду. Вы уверены, что хотите продолжить игру с предыдущего сохранения?

AY001;Передвижение@Чтобы передвигаться по игровому миру, нажимайте клавиши [W], [A], [S], [D]. Чтобы бежать, удерживайте клавишу [SHIFT].\n\nЧтобы осмотреться, двигайте мышь в нужном направлении.\n\nВо время бега ваша выносливость уменьшается. Чтобы восстановить её, прекратите бег на несколько секунд. При низком уровне здоровья выносливость не будет восстанавливаться, а ваши движения замедлятся.\n\nЧтобы узнать свои цели, нажмите клавишу [O] и откройте планшет.@Ayuda01

AY002;Экранные индикаторы@На экране постоянно отображаются уровень здоровья, усталость и, если на вас надет защитный костюм, уровень его защиты.\n\nЗдоровье уменьшается при падении со значительной высоты, при приближении к огню или взрывам, при атаках или при нахождении в радиоактивной зоне. Уровень усталости повышается, пока вы бодрствуете, бежите или носите защитный костюм.\n\nЧтобы восстановить здоровье и снизить усталость, вам нужно поспать. В диспетчерской есть комната для операторов реактора.@Ayuda02

AY003;Переключатели, клавиатуры и регуляторы@Чтобы использовать переключатель, щёлкните по нему левой кнопкой мыши. При использовании клавиатур, помимо нажатия левой кнопкой мыши, вы можете использовать клавиатуру вашего ПК для ввода цифр от [0] до [9].\n\nЧтобы использовать регулятор, щёлкните по нему левой кнопкой мыши и, удерживая её, двигайте указатель влево или вправо, чтобы увеличить или уменьшить значение.\n\nДля взаимодействия с переключателями, клавиатурами или регуляторами вы должны находиться на расстоянии не более одного шага.@Ayuda03

AY004;Обращение с предметами@Щёлкните левой кнопкой мыши по предмету, который хотите подобрать: канистра с топливом, аккумулятор и т. д.\n\nЧтобы поместить предмет в контейнер или использовать его, снова щёлкните левой кнопкой мыши и наведите курсор на контейнер, удерживая предмет.\n\nЧтобы выбросить предмет, щёлкните правой кнопкой мыши.\n\nБудьте осторожны, выбрасывая предметы: возможно, их не удастся подобрать снова.@Ayuda04

AY005;Операционный помощник@Операционный помощник (ОП) — это автоматизированный модуль, разработанный специально для помощи, техобслуживания и контроля реактора.\n\n<b>Чтобы связаться с ОП, нажмите клавишу [TAB].</b> Если он не занят, то ответит как можно скорее.<br><br>Для работы ОП использует внутренний аккумулятор с длительным сроком службы. Когда аккумулятор разрядится, <b>ОП вернётся в этот отсек для подзарядки.</b> В это время он не будет отвечать ни на какие команды. Если отсек не получает питание напрямую от сети, вы можете обеспечить его энергией с помощью аккумуляторов аварийного питания из кладовой (ищите жёлтый стеллаж, предназначенный для ОП).@Ayuda05

AY007;Стеллаж с аккумуляторами аварийного питания@Стеллаж с аккумуляторами аварийного питания позволяет заряжать аккумуляторы или использовать их заряд, когда другие источники энергии недоступны.\n\nРезервные стеллажи позволяют хранить заряженные аккумуляторы и при необходимости менять их с аккумуляторами на аварийном стеллаже.@Ayuda07

AY008;Короткое замыкание@Кабели, по которым передаётся электроэнергия и которые соединяют системы станции, нуждаются в постоянном техобслуживании и проверке. Сбой в одном из секторов может обесточить целый модуль или всю станцию. В зависимости от ситуации последствия могут быть катастрофическими.\n\nЧтобы устранить короткое замыкание, используйте ремонтный хомут на повреждённом кабеле питания.@Ayuda08

AY009;Ремонтный хомут@Все используемые кабели являются модульными, то есть имеют одинаковый размер, защитное покрытие, пропускную способность и сопротивление.\n\nРемонтный хомут разработан специально для устранения мелких неисправностей, порезов или замыканий на любом участке. Хомут может одновременно восстанавливать разъёмы и сваривать защитную оболочку.\n\nЧтобы устранить короткое замыкание, используйте ремонтный хомут на повреждённом кабеле питания.@Ayuda09

AY010;Заправка@Некоторым механизмам для работы требуется топливо, например аварийному генератору или технологическому крану в реакторном зале.\n\nЧтобы заправить механизм, возьмите полную бочку, подойдите к нему и щёлкните левой кнопкой мыши по заправочному патрубку.@Ayuda10

AY011;Генератор@Аварийный генератор с полным баком топлива может поддерживать работу модулей реактора в течение двух часов. Очень важно заправлять генератор до того, как бак опустеет, поскольку в случае его остановки на повторный запуск может уйти до пяти минут.\n\nЧтобы запустить аварийный генератор, нажмите кнопку [Старт]. Если топлива достаточно, через несколько минут он наберёт необходимую скорость для подачи энергии на станцию. Во время запуска генератор не подаёт энергию. Индикатор питания перестанет мигать, когда работа генератора стабилизируется.@Ayuda11

AY017;Защитный костюм@Защитные костюмы позволяют работать в зонах радиационного заражения, не подвергаясь негативному воздействию радиации. В костюме ваши движения могут быть замедлены из-за материалов, из которых он изготовлен.\n\nВажно помнить, что костюм защищает только в том случае, если он не повреждён. Если вы получите удар или материал будет порван, он потеряет свою способность защищать от радиации. Если костюм будет повреждён слишком сильно, он вообще перестанет вас защищать.\n\nЗащитные костюмы не подлежат ремонту, и их можно хранить только в контейнерах. Чтобы надеть или снять костюм, вы должны подойти к ближайшему контейнеру.@Ayuda17

AY018;Технологический кран@Технологический кран активной зоны реактора позволяет выполнять аварийные манёвры с регулирующими стержнями. В экстренных случаях, когда внутренние приводы не работают, кран можно использовать для введения регулирующих стержней в активную зону.\n\nВажно помнить, что регулирующие стержни очень устойчивы к высоким температурам и радиоактивности, но не к ударам или скручиванию. Если вы разрушите регулирующий стержень, управлять реактором станет опаснее. Если вы разрушите слишком много регулирующих стержней, реактор придёт в негодность.\n\nНИКОГДА НЕ ИСПОЛЬЗУЙТЕ КРАН, ПОКА АКТИВНЫ ВНУТРЕННИЕ ПРИВОДЫ СТЕРЖНЕЙ.@Ayuda18

AY019;Стеллаж аккумуляторов аварийного питания ОП@Стеллаж аккумуляторов аварийного питания ОП обеспечивает прямое питание зарядного устройства ОП, расположенного в диспетчерской. <br><br>В экстренной ситуации, если восстановить электроснабжение диспетчерской невозможно, а ОП нуждается в подзарядке, этот стеллаж можно использовать с обычными аккумуляторами <b>класса А</b> для питания зарядного устройства ОП.<br><br><b>Не используйте для прямой зарядки аккумуляторов ОП, так как стеллаж с ними несовместим.</b>@Ayuda05

AY_NUCLEO;Активная зона реактора@Активная зона реактора состоит из бетонного контейнера, внутри которого находятся топливные блоки, регулирующие стержни и контур теплоносителя. Делящееся ядерное топливо используется для выработки тепла в ходе ядерных реакций. Это тепло передаётся по термодинамическому циклу, приводя в движение генераторы переменного тока, которые преобразуют механическую работу в электрическую энергию.\n\nКритическая масса — это минимальное количество материала, необходимое для возникновения цепной ядерной реакции.@Ayuda_NUCLEO

AY_BARRASCONTROL;Регулирующие стержни@Они используются для управления реакцией деления ядер. Их необходимо вводить в активную зону реактора для поглощения нейтронов, контроля и последующей остановки реактора. Точная корректировка положения регулирующих стержней позволяет добиваться стабильного деления.\n\nВ экстренной ситуации регулирующие стержни являются первым барьером безопасности, так как их полное введение (на 100 %) может остановить ядерное деление.@Ayuda_BARRASCONTROL

AY_COMBUSTIBLE;Топливо@Топливный блок состоит из делящихся элементов, которые позволяют создавать управляемые цепные реакции внутри активной зоны реактора. С топливным блоком необходимо обращаться с предельной осторожностью. Эту задачу следует доверять операционному помощнику. Использованный топливный блок содержит радиоактивные отходы, которые необходимо хранить надлежащим образом.\n\nПервичное топливо используется для общего деления.\nВторичное топливо используется для достижения критической массы.@Ayuda_COMBUSTIBLE

AY_MODERADOR;Замедлитель@Он выполняет функцию замедления нейтронов, образующихся при делении, чтобы они могли взаимодействовать с другими делящимися атомами и поддерживать реакцию. Как правило, чем ниже скорость нейтрона, тем выше вероятность деления других ядер топлива. Правильное количество замедлителя обеспечивает большую стабильность в активной зоне.@Ayuda_MODERADOR

AY_REFRIGERANTE;Теплообменник@Ядерное топливо нагревает воду в первичном контуре, передавая тепло посредством теплопроводности через оболочку, в которой находится топливо. Нагретая ядерным топливом вода поступает в теплообменник, называемый парогенератором, где тепло из воды первичного контура передаётся воде вторичного контура, превращая её в пар.\n\nОчень важно контролировать объём, температуру и скорость воды в контуре теплоносителя и теплообменнике.@Ayuda_REFRIGERANTE

AY_GENERADOR;Генераторные турбины | Парогенератор@Парогенератор — это теплообменник, передающий тепло из первичного контура, по которому циркулирует нагреваемая в реакторе вода, во вторичный контур, превращая воду в пар. Этот пар затем расширяется в паровых турбинах, приводя их в движение, а они, в свою очередь, вращают электрогенераторы, вырабатывающие электроэнергию. С помощью трансформатора электрическое напряжение повышается до уровня, необходимого для сети передачи электроэнергии. После расширения в турбине пар конденсируется в конденсаторе, где отдаёт тепло охладителю — холодной воде в градирнях. Сконденсировавшись, вода возвращается в ядерный реактор, чтобы начать процесс заново.@Ayuda_GENERADOR

AY_TORRES_ENFRIAMIENTO;Градирни@Градирни — это сооружения, предназначенные для понижения температуры воды. В обычных условиях градирни не работают, так как внутренний контур реактора может обмениваться теплом между активной зоной и турбинами без необходимости внешнего охлаждения. Однако в экстренной ситуации поток воды можно перенаправить в градирни для ускоренного и, следовательно, аварийного охлаждения активной зоны реактора.@Ayuda_TORRES_ENFRIAMIENTO

AY_SERVICIOEA;Аварийные системы@Реактор оснащён следующими системами безопасности:\n- Рециркуляция воды в градирни.\n- Открытие клапанов внутреннего давления.\n- Затопление активной зоны и помещения защитной оболочки.\n- Автоматическая система пожарных разбрызгивателей.@Ayuda_SERVICIOEA

AY_SUMINISTROINTERNO;Внутреннее снабжение@Реакторы компании Nucleares не имеют внешнего электроснабжения, поэтому, прежде чем подавать энергию во внешнюю электросеть, они должны сначала обеспечить питанием внутренние системы. Для этого реактор оснащён генераторными установками — механизмами, способными приводить в движение электрогенератор с помощью двигателя внутреннего сгорания. Имеются также аккумуляторы аварийного питания, которые позволяют поддерживать жизненно важные функции станции в течение нескольких минут. Обычно этого времени хватает для запуска генераторов.@Ayuda_SUMINISTROINTERNO

AY_MESA_GESTION;Управление реактором@Панель управления позволяет отслеживать состояние различных модулей реактора и инициировать задачи по техобслуживанию или ремонту. Она также позволяет заменять повреждённые механизмы, убирать радиоактивные отходы и улучшать навыки операционного помощника.@Ayuda_MESA_GESTION

AY_PUNTOS_PRESTIGIO;Очки престижа@Очки престижа можно обменять на улучшения, уборку обломков или ремонт.<br><br>Чтобы заработать очки престижа, вы должны достигать целей, поставленных оперативным центром.<br><br>Кроме того, за каждое заработанное очко престижа ваш опыт оператора будет расти, что позволит вам повышать свой уровень. Чем выше уровень, тем сложнее цели, зато за них вы получите больше очков престижа.@Ayuda_PUNTOS_PRESTIGIO

AY_MASA_CRITICA;Критическая масса@Активная зона реактора достигла критической массы, и деление стабилизировалось. С этого момента активная зона начнёт потреблять первичное топливо, следовательно, реактивность будет снижаться.\n\nОчень важно, чтобы в следующие несколько минут вы постепенно извлекали регулирующие стержни, пока не найдёте баланс, близкий к рабочей температуре. Если вы не сделаете это вовремя, активная зона полностью потеряет реактивность, и вам придётся начинать всё сначала.\n\n!ВНИМАНИЕ! Если вы будете извлекать регулирующие стержни слишком быстро, вы можете потерять контроль над делением.@Ayuda_NUCLEO

AY_REACTIVIDAD_PERDIDA;Потеря реактивности@Активная зона реактора потеряла реактивность, поддержание цепной реакции деления более невозможно. Активная зона не сможет поднять температуру, если вы сохраните текущие параметры циркуляции.\n\nВам следует полностью остановить реактор и охладить активную зону, прежде чем снова инициировать протокол запуска.@Ayuda_NUCLEO

AY_PINZA_REPARADORA;Ремонтные клещи@Ремонтные клещи предназначены для починки кабелей — как под напряжением, так и обесточенных. Они зажимают кабель и восстанавливают его изнутри, не требуя разрезания или демонтажа.<br><br>Клещи оснащены особой головкой, которая снимает повреждённую изоляцию с кабеля и создаёт чистое токопроводящее соединение.<br><br>Для ремонта электрических кабелей под напряжением клещи должны быть оснащены <b>активными резисторами</b> и быть <b>раскрыты</b> в момент контакта с повреждённым кабелем. Если клещи не раскрыты или не оснащены резисторами, <b>опасность поражения электрическим током и смерть неизбежны</b>.@Ayuda_PINZAREPARADORA

AY_SALA_CONTROL;Диспетчерская@Из диспетчерской вы можете получить доступ ко всем модулям реактора, проверять измерительные приборы, общее состояние станции, сигналы тревоги и протоколы. Кроме того, вы можете управлять реактором в полном объёме.\n\nВ помещении активной зоны реактора вы найдёте резервный пункт управления для работы с реактором в случае чрезвычайной ситуации.@Ayuda_SALA_CONTROL

AY_INYECTOR;АПТЕЧКА@Инъектор с йодидом калия позволяет очистить кровь при радиационном отравлении. Каждая доза стоит определённое количество очков престижа. Инъекция выводит яд, но не восстанавливает потерянное здоровье.@Ayuda_AY_INYECTOR

AY_ANALIZADOR;АНАЛИЗАТОР ОБЛАСТИ@Планшет оснащён встроенным <b>анализатором области</b>, который может сканировать близлежащие компоненты и составлять список исправных. Имейте в виду, что дальность действия сканера составляет 10 метров, поэтому для анализа компонента вам нужно находиться рядом с ним.<br><br>Использование сканера бесплатно, но учитывайте, что анализ обнаруженных компонентов платный. Вам понадобится потратить <b>очки престижа</b> на анализ каждого элемента в списке. После того как вы выберете компоненты для анализа, результаты отобразятся в отчёте о техобслуживании.<br><br><b>Важно:</b> не все компоненты можно проанализировать напрямую.@AyudaANALIZADOR

AY_FISION_REVERTIDA;ОБРАЩЕНИЕ ПРОЦЕССА ДЕЛЕНИЯ ЯДЕР@Поздравляем! Вы успешно справились с критической ситуацией, обратив вспять процесс деления в активной зоне ядерного реактора. Ваши навыки, опыт и преданность делу сыграли ключевую роль в предотвращении потенциальной катастрофы и обеспечении безопасности станции.<br><br>В награду за выдающуюся работу вам будет начислен <b>особый бонус</b>. Это заслуженное признание вашей самоотдачи и приверженности безопасности и благополучию всех, кто зависит от энергии, производимой на атомной станции.<br><br>Кроме того, <b>ремонт будет бесплатным и немедленным</b>.@AY_FISION_REVERTIDA

AYUDA_CONTROL_VALVULAS_DRENADO_TITULO;Сливные клапаны первичного контура
AYUDA_CONTROL_VALVULAS_DRENADO;Сливные клапаны первичного контура@Сливные клапаны первичного контура в ядерном реакторе используются для слива воды из системы в случае аварии или техобслуживания. Эти клапаны позволяют слить воду из первичного контура, что может иметь решающее значение при чрезвычайной ситуации, когда следует предотвратить повреждение реактора, или при проведении ремонта и техобслуживания, когда нужно обеспечить доступ персонала.<br><br>Важность этих клапанов заключается в их способности обеспечивать безопасность и эффективность работы ядерного реактора.@AYUDA_CONTROL_VALVULAS_DRENADO

AYUDA_CONTROL_VALVULAS_TITULO;Клапаны первичного контура
AYUDA_CONTROL_VALVULAS;Клапаны первичного контура@Клапаны первичного контура используются для регулирования потока воды в системе и контроля давления в контуре. Эти клапаны необходимы для правильной работы реактора, поскольку они позволяют регулировать поток воды через систему охлаждения и модулировать мощность реактора.<br><br>Важность этих клапанов заключается в их способности обеспечивать безопасность и эффективность работы ядерного реактора, поддерживая температуру и давление первичного контура в безопасных пределах и позволяя точно контролировать мощность реактора.@AYUDA_CONTROL_VALVULAS

AYUDA_CONTROL_BLINDAJE_TITULO;Защитные экраны
AYUDA_CONTROL_BLINDAJE;Защитные экраны@Защитные экраны ядерного реактора — это барьер из материалов, расположенный вокруг активной зоны реактора, который снижает уровень излучения вовне и защищает людей и окружающую среду. Защитные экраны обычно состоят из таких материалов, как бетон, сталь и свинец. Они способны поглощать и ослаблять радиацию.<br><br>Важность защитных экранов заключается в их способности сохранять здоровье и безопасность людей, сводя к минимуму негативное воздействие на окружающую среду.<br><br>Кроме того, защитные экраны необходимы для соответствия стандартам и нормам безопасности в ядерной отрасли и для обеспечения долгосрочной защиты окружающей среды.@AYUDA_CONTROL_BLINDAJE

AYUDA_CONTROL_RESIDUOS_TITULO;Контроль и утилизация отходов ядерного топлива
AYUDA_CONTROL_RESIDUOS;Контроль и утилизация отходов ядерного топлива@Надлежащий контроль и утилизация отходов ядерного топлива имеют решающее значение для защиты здоровья человека и окружающей среды от вредного воздействия радиации. Ядерные отходы чрезвычайно опасны и радиоактивны, и неправильное обращение с ними может иметь серьёзные последствия.<br><br>Поэтому крайне важно принимать надлежащие меры по контролю и управлению отходами, чтобы обеспечить безопасное и эффективное обращение с ними и их утилизацию. Подобные меры могут включать хранение на специализированных площадках, транспортировку безопасными методами и долгосрочный мониторинг отходов для обеспечения их безопасности и изоляции.@AYUDA_CONTROL_RESIDUOS

AYUDA_CONTROL_COMBUSTIBLE_TITULO;Топливо в ядерном реакторе
AYUDA_CONTROL_COMBUSTIBLE;Топливо в ядерном реакторе@Топливо служит источником энергии, выделяя тепло в результате управляемых ядерных реакций. Топливо состоит из радиоактивных материалов, таких как уран и плутоний. С топливом необходимо обращаться осторожно, поскольку оно высокорадиоактивно и опасно для здоровья человека и окружающей среды.<br><br>Для минимизации радиационного облучения необходимо принимать меры безопасности, например использовать средства индивидуальной защиты, а также работать с топливом на специальных объектах и в соответствии с установленными процедурами.<br><br>Кроме того, для обеспечения безопасного обращения и утилизации необходимо правильно обращаться с отработанным топливом.@AYUDA_CONTROL_COMBUSTIBLE

AYUDA_CONTROL_PRESURIZADOR_TITULO;Компенсатор давления
